split,record,ground_png,sensor_png,mask_png,target_png
train,UnscaledAccRecord893554_1_101_RSN86,dataset_rgb\train\ground\UnscaledAccRecord893554_1_101_RSN86.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1_101_RSN86.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1_101_RSN86.png,dataset_rgb\train\target\UnscaledAccRecord893554_1_101_RSN86.png
train,UnscaledAccRecord893554_1_101_RSN89,dataset_rgb\train\ground\UnscaledAccRecord893554_1_101_RSN89.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1_101_RSN89.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1_101_RSN89.png,dataset_rgb\train\target\UnscaledAccRecord893554_1_101_RSN89.png
train,UnscaledAccRecord893554_1_101_RSN90,dataset_rgb\train\ground\UnscaledAccRecord893554_1_101_RSN90.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1_101_RSN90.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1_101_RSN90.png,dataset_rgb\train\target\UnscaledAccRecord893554_1_101_RSN90.png
train,UnscaledAccRecord893554_1_101_RSN92,dataset_rgb\train\ground\UnscaledAccRecord893554_1_101_RSN92.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1_101_RSN92.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1_101_RSN92.png,dataset_rgb\train\target\UnscaledAccRecord893554_1_101_RSN92.png
train,UnscaledAccRecord893554_1_101_RSN94,dataset_rgb\train\ground\UnscaledAccRecord893554_1_101_RSN94.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1_101_RSN94.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1_101_RSN94.png,dataset_rgb\train\target\UnscaledAccRecord893554_1_101_RSN94.png
train,UnscaledAccRecord893554_1_101_RSN96,dataset_rgb\train\ground\UnscaledAccRecord893554_1_101_RSN96.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1_101_RSN96.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1_101_RSN96.png,dataset_rgb\train\target\UnscaledAccRecord893554_1_101_RSN96.png
train,UnscaledAccRecord893554_1_101_RSN99,dataset_rgb\train\ground\UnscaledAccRecord893554_1_101_RSN99.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1_101_RSN99.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1_101_RSN99.png,dataset_rgb\train\target\UnscaledAccRecord893554_1_101_RSN99.png
train,UnscaledAccRecord893554_2901_3007_RSN2903,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2903.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2903.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2903.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2903.png
train,UnscaledAccRecord893554_2901_3007_RSN2904,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2904.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2904.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2904.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2904.png
train,UnscaledAccRecord893554_2901_3007_RSN2905,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2905.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2905.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2905.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2905.png
train,UnscaledAccRecord893554_2901_3007_RSN2906,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2906.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2906.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2906.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2906.png
train,UnscaledAccRecord893554_2901_3007_RSN2908,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2908.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2908.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2908.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2908.png
train,UnscaledAccRecord893554_2901_3007_RSN2910,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2910.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2910.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2910.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2910.png
train,UnscaledAccRecord893554_2901_3007_RSN2912,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2912.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2912.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2912.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2912.png
train,UnscaledAccRecord893554_2901_3007_RSN2913,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2913.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2913.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2913.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2913.png
train,UnscaledAccRecord893554_2901_3007_RSN2914,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2914.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2914.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2914.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2914.png
train,UnscaledAccRecord893554_2901_3007_RSN2915,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2915.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2915.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2915.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2915.png
train,UnscaledAccRecord893554_2901_3007_RSN2917,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2917.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2917.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2917.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2917.png
train,UnscaledAccRecord893554_2901_3007_RSN2918,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2918.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2918.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2918.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2918.png
train,UnscaledAccRecord893554_2901_3007_RSN2920,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2920.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2920.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2920.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2920.png
train,UnscaledAccRecord893554_2901_3007_RSN2921,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2921.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2921.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2921.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2921.png
train,UnscaledAccRecord893554_2901_3007_RSN2922,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2922.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2922.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2922.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2922.png
train,UnscaledAccRecord893554_2901_3007_RSN2923,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2923.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2923.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2923.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2923.png
train,UnscaledAccRecord893554_2901_3007_RSN2924,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2924.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2924.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2924.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2924.png
train,UnscaledAccRecord893554_2901_3007_RSN2925,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2925.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2925.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2925.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2925.png
train,UnscaledAccRecord893554_2901_3007_RSN2926,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2926.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2926.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2926.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2926.png
train,UnscaledAccRecord893554_2901_3007_RSN2927,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2927.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2927.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2927.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2927.png
train,UnscaledAccRecord893554_2901_3007_RSN2928,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2928.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2928.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2928.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2928.png
train,UnscaledAccRecord893554_2901_3007_RSN2929,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2929.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2929.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2929.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2929.png
train,UnscaledAccRecord893554_2901_3007_RSN2932,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2932.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2932.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2932.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2932.png
train,UnscaledAccRecord893554_2901_3007_RSN2934,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2934.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2934.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2934.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2934.png
train,UnscaledAccRecord893554_2901_3007_RSN2938,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2938.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2938.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2938.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2938.png
train,UnscaledAccRecord893554_2901_3007_RSN2939,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2939.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2939.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2939.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2939.png
train,UnscaledAccRecord893554_2901_3007_RSN2941,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2941.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2941.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2941.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2941.png
train,UnscaledAccRecord893554_2901_3007_RSN2945,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2945.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2945.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2945.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2945.png
train,UnscaledAccRecord893554_2901_3007_RSN2947,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2947.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2947.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2947.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2947.png
train,UnscaledAccRecord893554_2901_3007_RSN2948,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2948.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2948.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2948.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2948.png
train,UnscaledAccRecord893554_2901_3007_RSN2949,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2949.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2949.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2949.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2949.png
train,UnscaledAccRecord893554_2901_3007_RSN2951,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2951.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2951.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2951.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2951.png
train,UnscaledAccRecord893554_2901_3007_RSN2952,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2952.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2952.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2952.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2952.png
train,UnscaledAccRecord893554_2901_3007_RSN2953,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2953.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2953.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2953.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2953.png
train,UnscaledAccRecord893554_2901_3007_RSN2956,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2956.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2956.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2956.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2956.png
train,UnscaledAccRecord893554_2901_3007_RSN2957,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2957.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2957.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2957.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2957.png
train,UnscaledAccRecord893554_2901_3007_RSN2962,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2962.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2962.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2962.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2962.png
train,UnscaledAccRecord893554_2901_3007_RSN2964,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2964.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2964.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2964.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2964.png
train,UnscaledAccRecord893554_2901_3007_RSN2965,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2965.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2965.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2965.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2965.png
train,UnscaledAccRecord893554_2901_3007_RSN2966,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2966.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2966.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2966.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2966.png
train,UnscaledAccRecord893554_2901_3007_RSN2968,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2968.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2968.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2968.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2968.png
train,UnscaledAccRecord893554_2901_3007_RSN2969,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2969.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2969.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2969.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2969.png
train,UnscaledAccRecord893554_2901_3007_RSN2970,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2970.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2970.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2970.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2970.png
train,UnscaledAccRecord893554_2901_3007_RSN2971,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2971.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2971.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2971.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2971.png
train,UnscaledAccRecord893554_2901_3007_RSN2972,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2972.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2972.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2972.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2972.png
train,UnscaledAccRecord893554_2901_3007_RSN2974,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2974.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2974.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2974.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2974.png
train,UnscaledAccRecord893554_2901_3007_RSN2975,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2975.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2975.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2975.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2975.png
train,UnscaledAccRecord893554_2901_3007_RSN2976,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2976.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2976.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2976.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2976.png
train,UnscaledAccRecord893554_2901_3007_RSN2977,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2977.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2977.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2977.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2977.png
train,UnscaledAccRecord893554_2901_3007_RSN2978,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2978.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2978.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2978.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2978.png
train,UnscaledAccRecord893554_2901_3007_RSN2980,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2980.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2980.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2980.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2980.png
train,UnscaledAccRecord893554_2901_3007_RSN2981,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2981.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2981.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2981.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2981.png
train,UnscaledAccRecord893554_2901_3007_RSN2982,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2982.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2982.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2982.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2982.png
train,UnscaledAccRecord893554_2901_3007_RSN2983,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2983.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2983.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2983.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2983.png
train,UnscaledAccRecord893554_2901_3007_RSN2985,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2985.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2985.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2985.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2985.png
train,UnscaledAccRecord893554_2901_3007_RSN2986,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2986.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2986.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2986.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2986.png
train,UnscaledAccRecord893554_2901_3007_RSN2987,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2987.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2987.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2987.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2987.png
train,UnscaledAccRecord893554_2901_3007_RSN2988,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2988.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2988.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2988.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2988.png
train,UnscaledAccRecord893554_2901_3007_RSN2989,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2989.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2989.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2989.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2989.png
train,UnscaledAccRecord893554_2901_3007_RSN2992,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2992.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2992.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2992.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2992.png
train,UnscaledAccRecord893554_2901_3007_RSN2993,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2993.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2993.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2993.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2993.png
train,UnscaledAccRecord893554_2901_3007_RSN2994,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2994.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2994.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2994.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2994.png
train,UnscaledAccRecord893554_2901_3007_RSN2995,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2995.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2995.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2995.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2995.png
train,UnscaledAccRecord893554_2901_3007_RSN2998,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN2998.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN2998.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN2998.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN2998.png
train,UnscaledAccRecord893554_2901_3007_RSN3001,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN3001.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN3001.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN3001.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN3001.png
train,UnscaledAccRecord893554_2901_3007_RSN3002,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN3002.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN3002.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN3002.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN3002.png
train,UnscaledAccRecord893554_2901_3007_RSN3005,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN3005.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN3005.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN3005.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN3005.png
train,UnscaledAccRecord893554_2901_3007_RSN3007,dataset_rgb\train\ground\UnscaledAccRecord893554_2901_3007_RSN3007.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_2901_3007_RSN3007.png,dataset_rgb\train\mask\UnscaledAccRecord893554_2901_3007_RSN3007.png,dataset_rgb\train\target\UnscaledAccRecord893554_2901_3007_RSN3007.png
